atr42s1g00971,nc476s13g00685,ive10g02166,agr8s11g00652,spo4s8g00476,abr7s1g00070,da480s2g00912,ase9s8g01364,elg3s4g01414,aco40s3g00166,cs471s13g01524,afi49s4g02920,lc2s3g00020,cm170s12g00495,CdeChr20g00280,vvi161s16g00987,gbi44s5g00093,sgi44s5g02802,afi61s11g00054,,
atr42s10g00142,nc476s7g00739,ive11g01079,agr8s3g01421,spo4s3g00834,abr7s2g00416,da480s19g00151,ase9s9g00902,elg3s13g00129,aco40s15g00403,cs471s7g01390,afi49s7g00417,,cm170s6g01671,CdeChr23g00352,vvi161s17g00765,gbi44s7g02047,sgi44s3g00157,afi61s65g00014,smo62s13g00191,ppa60s11g00400
atr42s13g01719,nc476s3g01555,ive5g02517,agr8s6g00486,spo4s9g00726,abr7s2g00537,da480s13g00328,ase9s4g02141,elg3s15g00065,aco40s15g00483,cs471s1g00063,afi49s7g01993,lc2s16g00697,cm170s1g02435,,vvi161s4g01117,gbi44s9g02067,,,,
atr42s5g01449,nc476s1g02387,ive12g01129,agr8s11g00718,spo4s8g00022,abr7s2g00787,da480s17g00022,ase9s3g00731,elg3s7g00010,aco40s5g00016,cs471s10g00621,afi49s3g02714,lc2s6g00753,cm170s1g01526,CdeChr5g00307,,gbi44s4g01984,sgi44s8g02693,afi61s222g00025,smo62s8g00406,ppa60s23g00113
atr42s3g02713,,ive2g00890,agr8s2g00214,spo4s3g00170,abr7s2g00845,da480s19g00053,ase9s6g03281,elg3s10g00979,aco40s12g00452,cs471s4g00817,afi49s2g00178,lc2s8g00696,cm170s3g01827,CdeChr4g00122,vvi161s7g00135,gbi44s1g01920,sgi44s2g02098,afi61s54g00119,smo62s174g00012,ppa60s16g00876
atr42s6g01998,nc476s2g00685,ive14g01120,agr8s8g00234,spo4s7g00003,abr7s2g00890,da480s19g00094,ase9s6g02968,elg3s10g01018,aco40s1g00070,cs471s5g00900,afi49s1g03230,lc2s15g00135,cm170s3g01335,,vvi161s5g00613,,,afi61s2974g00002,,
,nc476s3g01664,ive1g02026,agr8s6g00194,spo4s1g01533,abr7s2g00912,da480s19g00683,ase9s6g03031,elg3s3g01603,aco40s12g00469,cs471s1g00230,afi49s7g01804,lc2s16g00611,cm170s1g02323,CdeChr22g00543,vvi161s18g00717,,,,,
atr42s6g00443,nc476s8g01678,ive1g02327,agr8s4g00811,spo4s17g00338,abr7s2g00925,da480s1g00460,ase9s4g02322,elg3s3g01713,aco40s1g00090,cs471s6g00560,afi49s3g03100,lc2s16g00829,cm170s5g01708,,vvi161s19g01161,gbi44s8g00885,sgi44s2g03400,afi61s215g00025,smo62s110g00043,ppa60s1g01691
atr42s3g00419,nc476s6g01859,,agr8s12g00199,spo4s9g00824,abr7s2g00985,da480s13g00423,ase9s4g02271,elg3s9g00832,aco40s15g00549,cs471s3g02540,afi49s3g01007,lc2s1g02453,cm170s2g02555,CdeChr38g00097,vvi161s6g00231,gbi44s9g01107,sgi44s4g03076,afi61s61g00114,smo62s34g00045,ppa60s18g00040
atr42s7g01287,nc476s1g00892,ive12g00105,agr8s10g00933,spo4s2g00285,abr7s2g01075,da480s2g00466,ase9s1g01744,elg3s1g02086,aco40s3g00195,,afi49s3g02710,lc2s9g00756,cm170s9g00016,CdeChr30g00088,vvi161s13g00622,gbi44s9g00455,sgi44s9g01019,afi61s30g00058,smo62s4g00249,ppa60s17g00222
atr42s7g01918,nc476s12g00232,ive5g01300,agr8s2g01557,,abr7s2g01258,da480s14g01181,ase9s1g02952,elg3s4g00290,aco40s3g00444,cs471s4g02454,afi49s6g00023,lc2s10g01231,cm170s2g01146,CdeChr42g00181,vvi161s10g00554,gbi44s9g00675,,afi61s76g00036,smo62s17g00053,ppa60s1g01276
atr42s9g01369,nc476s9g01614,ive13g01047,agr8s5g01212,spo4s2g00577,abr7s2g01367,da480s14g01361,ase9s8g01118,elg3s11g00727,aco40s8g00018,cs471s3g01662,afi49s7g01184,lc2s11g00785,cm170s6g01481,CdeChr32g00073,,gbi44s9g00298,,,,
atr42s11g00002,nc476s2g01515,ive8g01109,agr8s5g00537,spo4s2g00621,abr7s2g01388,da480s1g00734,ase9s10g00417,elg3s16g00436,aco40s24g00157,cs471s6g02363,afi49s7g00299,,cm170s3g00829,CdeChr3g00287,vvi161s3g00059,gbi44s7g00665,sgi44s3g02204,afi61s392g00003,smo62s25g00168,ppa60s3g01199
,nc476s10g00978,ive13g00451,agr8s5g01016,spo4s11g00671,abr7s2g01542,da480s16g00387,ase9s5g01300,elg3s11g00390,aco40s3g00543,cs471s9g01110,afi49s2g00999,lc2s8g01072,cm170s7g00009,CdeChr19g00530,vvi161s13g01526,,,,,
atr42s13g00172,nc476s4g02074,ive13g00449,agr8s5g01518,spo4s14g00170,abr7s2g01681,da480s4g01753,ase9s1g02860,elg3s4g01018,aco40s21g00182,cs471s9g00864,afi49s5g00665,lc2s11g01189,cm170s6g00512,CdeChr18g00251,,gbi44s6g02281,sgi44s4g00783,afi61s3g00271,,ppa60s5g00333
atr42s3g02195,nc476s4g01608,ive8g00286,,spo4s2g01154,abr7s2g01728,da480s16g00187,ase9s1g02803,elg3s4g01083,aco40s3g00903,cs471s9g00821,afi49s2g00870,lc2s11g01324,cm170s3g02641,CdeChr34g00273,vvi161s2g00712,gbi44s2g01467,sgi44s5g01905,afi61s54g00021,,ppa60s9g00528
atr42s3g02036,nc476s4g01682,ive8g00182,agr8s5g01768,,abr7s2g01869,da480s16g00075,ase9s1g00879,elg3s4g01211,aco40s3g01005,cs471s9g00667,afi49s5g01120,lc2s8g01616,cm170s5g00382,CdeChr24g00264,vvi161s2g01000,gbi44s6g02321,sgi44s6g01910,afi61s51g00142,smo62s23g00085,ppa60s10g00924
,nc476s12g00486,ive13g00002,agr8s7g00008,spo4s11g00825,abr7s2g01942,da480s4g01458,ase9s1g02146,elg3s11g00189,aco40s9g00437,cs471s6g01778,afi49s5g02275,lc2s18g01260,cm170s6g01032,CdeChr32g00618,vvi161s19g00972,,,,,
atr42s3g01731,nc476s12g00489,ive8g00004,agr8s7g00007,spo4s11g00834,abr7s2g01944,da480s4g01293,ase9s4g03213,,aco40s24g00005,cs471s8g00012,afi49s2g00078,lc2s11g01532,cm170s10g00008,CdeChr31g00587,vvi161s15g00043,,,,,
atr42s9g00241,nc476s2g01465,ive8g02019,agr8s5g00129,spo4s9g00184,abr7s3g00165,da480s19g00734,ase9s2g01597,elg3s12g00608,aco40s22g00410,cs471s12g00214,afi49s6g01342,lc2s2g01234,cm170s3g00203,,vvi161s1g01140,gbi44s12g01819,,,,
,nc476s2g01702,ive13g01428,agr8s7g02152,spo4s2g00560,abr7s3g00213,da480s11g00737,ase9s2g01495,elg3s12g00529,aco40s25g00113,cs471s2g02704,afi49s6g01965,lc2s4g00945,cm170s8g00736,CdeChr2g00655,vvi161s18g00084,,,,,
atr42s9g00024,nc476s1g02261,,agr8s7g02377,spo4s2g00431,abr7s3g00388,da480s2g00186,ase9s2g01705,elg3s12g00700,aco40s25g00196,cs471s13g00042,afi49s6g01044,lc2s4g01428,cm170s8g00529,CdeChr8g00353,vvi161s10g01478,gbi44s7g00329,sgi44s1g02455,afi61s207g00014,smo62s58g00090,ppa60s16g00597
atr42s9g01547,nc476s9g01954,ive13g00827,agr8s7g02006,,abr7s3g00477,da480s1g00772,ase9s2g01327,elg3s12g00412,aco40s25g00051,cs471s2g02600,afi49s6g01730,lc2s2g00857,cm170s3g00876,CdeChr14g00112,vvi161s3g00160,gbi44s6g01986,,afi61s65g00095,smo62s20g00225,ppa60s15g01056
atr42s9g02343,nc476s9g01994,ive8g01012,agr8s7g01971,spo4s9g00243,abr7s3g00504,da480s11g00496,ase9s4g02738,elg3s12g00387,aco40s22g00300,cs471s12g00623,afi49s6g01624,lc2s4g01155,cm170s9g00726,,vvi161s4g01359,gbi44s6g00896,sgi44s3g02298,afi61s87g00093,smo62s128g00011,ppa60s17g00545
atr42s13g00037,nc476s4g02039,ive13g00375,agr8s7g00502,spo4s9g00374,abr7s3g00561,da480s1g00725,ase9s3g03300,elg3s12g00186,aco40s1g01409,cs471s6g01105,afi49s5g02161,lc2s7g00516,cm170s7g01292,CdeChr19g00490,,gbi44s9g01286,,afi61s22g00040,smo62s9g00279,ppa60s22g00486
atr42s4g02692,nc476s8g00715,,agr8s10g00655,spo4s7g01065,abr7s3g00724,da480s5g01960,ase9s6g01967,elg3s13g00600,aco40s6g00589,cs471s3g00638,afi49s1g02169,lc2s2g02167,cm170s2g03147,CdeChr6g00509,vvi161s17g00706,,,,,
atr42s11g02011,nc476s10g00889,ive11g01365,agr8s7g00591,spo4s2g00776,abr7s3g00739,da480s1g00797,ase9s4g02755,,aco40s7g00646,cs471s3g01651,afi49s2g03802,lc2s11g00780,cm170s6g01508,CdeChr19g00577,vvi161s5g01179,gbi44s8g00773,sgi44s2g00259,afi61s270g00012,smo62s66g00073,ppa60s4g00615
atr42s11g00051,,ive7g01993,agr8s9g00025,spo4s4g01308,abr7s3g00774,da480s10g00950,ase9s7g01608,elg3s2g00519,aco40s17g00010,cs471s8g00638,afi49s1g03601,lc2s12g00492,cm170s4g01937,CdeChr8g00074,vvi161s13g00754,,,afi61s7g00132,smo62s110g00060,ppa60s1g01162
atr42s1g00353,nc476s1g00907,ive7g02034,agr8s9g00068,spo4s4g01286,abr7s3g00777,da480s10g00932,ase9s10g00027,elg3s1g01729,aco40s20g00223,cs471s8g00627,afi49s1g03558,lc2s12g00682,cm170s4g00977,CdeChr21g00084,,gbi44s5g01080,,afi61s64g00119,,
atr42s11g00666,nc476s1g01111,,agr8s9g00213,spo4s13g00022,abr7s3g00837,da480s10g00876,ase9s7g01544,elg3s2g00584,aco40s21g00554,cs471s8g00043,afi49s1g03540,lc2s1g01328,cm170s4g00764,CdeChr31g00280,vvi161s6g01345,,,,,
atr42s11g00600,nc476s13g00352,ive5g00221,agr8s9g00192,spo4s4g01198,abr7s3g00852,da480s5g00130,ase9s7g01534,elg3s9g00885,aco40s17g00067,cs471s4g02648,afi49s2g03362,lc2s2g00649,cm170s5g01236,CdeChr9g00427,,gbi44s5g01032,sgi44s10g01745,afi61s5g00214,smo62s84g00090,ppa60s4g00596
atr42s10g00242,nc476s1g00445,ive5g00787,agr8s1g02123,spo4s4g01026,abr7s3g01019,da480s5g00371,ase9s10g00281,elg3s9g00617,aco40s20g00150,cs471s8g00413,afi49s1g01700,lc2s2g01543,cm170s3g00265,CdeChr21g00233,,gbi44s6g00653,sgi44s5g03029,afi61s65g00077,smo62s162g00027,ppa60s16g01143
atr42s6g02079,,ive1g03209,agr8s8g01705,spo4s10g00181,abr7s3g01230,da480s5g00491,ase9s10g00585,elg3s9g00403,aco40s17g00373,cs471s9g01326,afi49s4g01571,lc2s3g01399,cm170s12g00788,CdeChr23g00548,vvi161s5g01350,gbi44s5g00175,sgi44s4g01983,,,
atr42s4g01069,nc476s8g01013,ive9g00744,agr8s3g01455,spo4s7g00903,abr7s3g01325,da480s19g01594,ase9s6g00829,elg3s3g00994,aco40s15g00590,cs471s3g00934,afi49s3g00481,lc2s2g01663,cm170s9g01278,,vvi161s18g00369,gbi44s12g00691,,,,
atr42s4g00478,nc476s8g01094,ive10g01009,agr8s4g01863,spo4s7g00857,abr7s3g01431,da480s5g02065,,elg3s3g00806,aco40s1g00425,cs471s3g01813,afi49s5g01284,lc2s7g00299,cm170s2g01038,CdeChr4g00180,vvi161s1g00533,,,,,
atr42s3g02912,nc476s8g01200,ive8g00918,,spo4s20g00271,abr7s3g01437,da480s18g00871,ase9s6g01015,elg3s3g00818,aco40s1g00527,cs471s2g02638,afi49s6g02201,lc2s15g01147,cm170s1g02662,CdeChr2g00721,vvi161s2g00651,gbi44s6g00976,sgi44s9g01967,,,
atr42s3g02906,nc476s1g01505,ive2g01084,agr8s4g01649,spo4s17g00026,abr7s3g01473,da480s19g00651,ase9s5g01497,elg3s15g00173,aco40s2g00486,cs471s4g01467,afi49s2g00440,,cm170s5g01429,CdeChr38g00344,vvi161s8g00083,gbi44s11g00661,sgi44s11g00572,afi61s1656g00002,smo62s17g00290,
atr42s3g02949,nc476s1g01403,,agr8s8g00049,spo4s7g00076,abr7s3g01484,da480s13g00940,ase9s5g01484,elg3s3g01719,aco40s15g00014,cs471s4g01501,afi49s5g02010,lc2s11g00214,cm170s5g01442,CdeChr25g00114,vvi161s8g00121,gbi44s2g01466,,afi61s33g00032,smo62s7g00157,ppa60s23g00665
atr42s11g01852,nc476s4g01573,ive13g00336,agr8s5g01621,,abr7s3g01589,da480s16g00157,ase9s4g03059,elg3s12g00316,aco40s7g00797,cs471s9g00791,afi49s2g01347,lc2s11g01294,cm170s3g02623,CdeChr19g00376,vvi161s15g00374,gbi44s4g02032,,,smo62s114g00061,ppa60s1g01133
atr42s4g02593,nc476s2g02412,ive9g00103,agr8s10g00567,spo4s18g00008,abr7s4g00025,da480s5g01935,ase9s6g01300,elg3s7g00764,aco40s15g00145,cs471s3g00514,afi49s3g02843,lc2s2g02121,cm170s3g00032,,vvi161s1g00917,,,afi61s109g00005,smo62s100g00023,ppa60s6g00639
atr42s4g00672,nc476s8g01041,ive9g00831,agr8s4g01810,spo4s7g00943,abr7s4g00100,da480s5g01867,,elg3s3g01351,aco40s1g00161,cs471s11g01025,afi49s3g03011,lc2s2g01891,cm170s3g00941,CdeChr18g00017,vvi161s18g00543,gbi44s2g01466,sgi44s5g01562,afi61s33g00032,smo62s7g00157,ppa60s23g00665
atr42s6g00209,nc476s7g01382,ive6g00202,,spo4s4g00633,abr7s4g00170,da480s5g01715,ase9s10g00986,elg3s9g00117,aco40s17g00539,cs471s1g02774,afi49s4g00344,lc2s3g02214,cm170s6g00781,CdeChr27g00006,vvi161s1g01288,gbi44s5g01394,sgi44s4g03045,afi61s48g00013,smo62s178g00006,ppa60sscaffold_30g00042
atr42s1g00679,nc476s1g03039,ive3g00336,agr8s1g00617,spo4s6g00823,abr7s4g00313,da480s19g01525,ase9s5g00101,elg3s14g00741,aco40s4g00661,cs471s1g01690,afi49s4g00354,lc2s7g01157,cm170s2g00825,CdeChr30g00395,,gbi44s10g01698,sgi44s9g02713,afi61s27g00083,smo62s4g00609,ppa60s3g00833
atr42s6g01988,nc476s2g00680,ive1g03056,agr8s2g00539,,abr7s4g00430,da480s10g00426,ase9s7g01672,elg3s9g00277,aco40s17g00466,cs471s11g00277,afi49s4g00025,lc2s15g00370,cm170s12g00956,CdeChr7g00032,vvi161s1g00627,gbi44s12g00244,sgi44s3g02945,afi61s19g00004,smo62s8g00407,ppa60s1g00730
atr42s7g00991,nc476s3g00068,,agr8s2g00489,spo4s16g00393,abr7s4g00452,da480s10g00456,ase9s10g00258,elg3s9g00307,aco40s17g00444,cs471s9g01541,afi49s4g00813,lc2s15g00323,cm170s12g00905,CdeChr7g00347,vvi161s17g01008,,,,,
atr42s13g02170,nc476s2g00571,ive6g02391,agr8s2g00488,spo4s4g00422,abr7s4g00453,da480s10g00457,ase9s7g01700,elg3s9g00308,aco40s17g00443,,afi49s4g00812,lc2s3g01631,cm170s2g02135,CdeChr22g00099,vvi161s17g01009,gbi44s7g01759,sgi44s1g04494,afi61s10g00021,smo62s17g00224,ppa60s13g00937
atr42s2g01952,nc476s11g00556,,agr8s4g00481,spo4s2g01285,abr7s4g00559,da480s19g00502,ase9s6g02565,elg3s10g00310,aco40s14g00003,cs471s5g01175,afi49s1g03732,lc2s14g01359,cm170s10g00471,CdeChr15g00616,vvi161s12g00566,gbi44s1g01825,sgi44s9g00875,afi61s7g00388,smo62s3g00619,ppa60s1g01253
atr42s6g01023,nc476s2g00922,ive14g01302,agr8s9g00667,spo4s9g00860,abr7s4g00637,da480s15g00955,ase9s6g02452,elg3s1g01347,,cs471s3g02350,afi49s1g00259,lc2s6g00354,cm170s1g00794,CdeChr1g00278,vvi161s14g01579,,,,,
atr42s3g00755,nc476s6g00970,ive7g01238,agr8s2g01297,spo4s3g00551,abr7s4g00642,da480s15g00950,ase9s6g00856,,aco40s9g00367,cs471s3g02359,afi49s1g00264,lc2s1g02137,cm170s2g02435,CdeChr9g00057,vvi161s1g00848,gbi44s1g01134,sgi44s10g02507,afi61s6g00242,smo62s8g00009,ppa60s9g00465
atr42s3g00730,nc476s12g01113,ive2g00621,agr8s12g00346,spo4s3g00565,abr7s4g00662,da480s15g00922,ase9s2g00092,elg3s1g01377,aco40s7g00490,cs471s3g02396,afi49s3g02008,lc2s1g02165,cm170s1g01884,,vvi161s8g01211,,sgi44s4g03780,afi61s102g00086,,ppa60s23g00105
atr42s3g00543,nc476s6g01099,,agr8s2g00289,spo4s7g00135,abr7s4g00695,da480s8g01312,ase9s6g00918,elg3s6g00088,aco40s7g00547,cs471s3g02493,afi49s1g00951,lc2s6g00260,cm170s1g00842,CdeChr37g00457,vvi161s7g00201,,sgi44s6g02179,,,ppa60s11g01142
atr42s2g00860,nc476s14g00164,ive1g02316,agr8s1g00032,spo4s17g00345,abr7s4g00713,da480s15g00977,ase9s6g00429,elg3s1g01493,aco40s9g00762,,afi49s7g00056,lc2s19g00828,cm170s7g00534,CdeChr5g00095,vvi161s1g00135,,,,,
,nc476s2g00479,ive5g01459,agr8s4g00740,spo4s17g00297,abr7s4g00796,da480s15g01059,ase9s6g00563,elg3s6g00361,aco40s7g00840,cs471s6g00149,afi49s6g01487,lc2s1g00402,cm170s1g01107,CdeChr39g00560,vvi161s19g00423,,,,,
atr42s13g01877,nc476s4g01169,ive6g01629,agr8s6g00196,,abr7s4g00838,da480s15g01120,ase9s6g00966,elg3s1g01142,aco40s9g00824,cs471s1g00221,afi49s7g01810,lc2s16g00613,cm170s1g02325,CdeChr22g00542,vvi161s3g00493,gbi44s1g00749,sgi44s10g02329,afi61s22g00148,smo62s3g00646,ppa60s1g01346
atr42s2g01634,nc476s11g01568,ive5g01690,agr8s10g00164,spo4s17g00178,abr7s4g00859,da480s15g01152,ase9s6g00313,elg3s1g01095,aco40s9g00843,cs471s6g00005,afi49s2g02492,lc2s1g00255,cm170s2g00921,,vvi161s10g00048,,,,,
atr42s3g02482,nc476s6g00883,,agr8s10g01036,spo4s1g01367,abr7s4g00909,da480s8g01369,ase9s2g00535,elg3s1g01332,aco40s7g00437,cs471s10g01611,afi49s6g00806,lc2s6g01067,cm170s3g03020,CdeChr25g00023,vvi161s1g00859,gbi44s3g02078,sgi44s10g00685,afi61s389g00004,,ppa60s22g00101
atr42s3g02597,nc476s6g00781,ive14g01121,agr8s4g01523,spo4s3g00501,abr7s4g00961,da480s8g00403,,elg3s1g01257,aco40s7g00402,cs471s1g02674,afi49s2g00917,lc2s8g00400,cm170s7g01407,CdeChr24g00413,vvi161s5g00612,gbi44s3g01698,sgi44s10g01170,afi61s1103g00002,smo62s4g00009,ppa60sscaffold_42g00004
atr42s3g02864,nc476s2g01128,ive2g01056,agr8s8g00098,spo4s3g00090,abr7s4g01053,da480s8g01230,ase9s6g01590,,aco40s7g00331,cs471s4g01071,afi49s2g00392,lc2s11g00027,cm170s4g00628,CdeChr27g00378,vvi161s8g00032,gbi44s10g01101,sgi44s3g00862,,,
atr42s3g02921,nc476s2g01084,ive14g00866,agr8s4g01637,spo4s7g00073,abr7s4g01079,da480s15g00759,ase9s6g01538,,aco40s4g00405,cs471s1g03700,afi49s5g01988,lc2s11g00172,cm170s5g01438,CdeChr38g00340,vvi161s8g00103,gbi44s3g01625,sgi44s10g01007,afi61s113g00017,smo62s18g00211,ppa60s8g00430
atr42s2g00119,nc476s4g01477,ive5g02245,agr8s12g01158,spo4s13g00272,abr7s4g01138,da480s15g00479,ase9s2g00654,,aco40s7g00253,cs471s4g01405,afi49s3g02482,lc2s19g01097,cm170s7g00769,CdeChr16g00150,vvi161s10g00992,gbi44s8g00773,sgi44s7g02194,afi61s270g00012,smo62s38g00152,ppa60s22g00143
atr42s2g00300,nc476s6g01649,,agr8s4g00979,spo4s17g00436,abr7s4g01193,da480s15g00398,ase9s6g02131,elg3s1g01996,aco40s4g00370,cs471s6g00436,afi49s7g00634,lc2s19g00972,cm170s7g00655,CdeChr17g00144,vvi161s18g01680,gbi44s10g01010,sgi44s4g02040,afi61s391g00005,,ppa60s1g01424
atr42s1g02445,nc476s13g00309,ive3g00903,agr8s6g02308,spo4s12g00597,abr7s4g01220,da480s8g00882,ase9s5g00918,elg3s7g01174,aco40s6g00159,cs471s6g01797,afi49s3g00887,lc2s17g01210,,CdeChr23g00665,vvi161s11g00924,gbi44s4g01119,sgi44s10g02423,afi61s3g00153,smo62s4g00008,ppa60s14g01086
atr42s13g02198,nc476s3g02181,ive5g02647,agr8s6g01899,spo4s7g00247,abr7s4g01229,da480s15g00350,ase9s6g00052,,aco40s9g00150,cs471s7g01967,afi49s4g00941,lc2s16g00933,cm170s11g01260,CdeChr35g00565,vvi161s18g00840,gbi44s1g00085,sgi44s10g03003,afi61s59g00018,smo62s2g00072,ppa60s8g00311
atr42s12g01274,nc476s3g02043,ive1g02372,agr8s6g00360,spo4s7g00225,abr7s4g01330,da480s8g00128,ase9s6g02180,,aco40s9g00085,cs471s1g00509,afi49s7g01526,lc2s13g00418,cm170s2g02777,CdeChr10g00364,vvi161s7g01656,gbi44s1g00006,sgi44sHRSCAF_1g01031,afi61s156g00006,smo62s47g00042,
atr42s12g00453,nc476s3g02259,ive6g00851,agr8s6g00389,spo4s7g00162,abr7s4g01343,da480s15g00167,ase9s6g02218,,aco40s7g00078,cs471s1g00553,afi49s7g01346,lc2s16g01091,cm170s2g02801,CdeChr22g00444,vvi161s3g00660,gbi44s5g01599,sgi44s5g01642,afi61s22g00137,,
atr42s10g00430,nc476s8g00839,,agr8s7g01167,spo4s9g00788,abr7s4g01444,da480s15g00064,ase9s9g01449,elg3s1g01599,aco40s7g00027,cs471s2g00185,afi49s7g00765,lc2s13g00827,cm170s2g01989,CdeChr27g00429,vvi161s1g00007,,,,,
atr42s1g02600,nc476s1g03441,,agr8s7g01289,spo4s1g01369,abr7s4g01473,da480s8g00012,ase9s6g02563,elg3s15g00351,aco40s17g00644,cs471s2g00302,afi49s5g00251,lc2s16g00106,cm170s1g00292,CdeChr34g00066,vvi161s12g00740,gbi44s10g00144,sgi44s6g00183,afi61s656g00007,smo62s120g00002,ppa60s25g00244
atr42s3g02034,nc476s4g01683,ive13g00155,agr8s7g00104,spo4s11g00722,abr7s5g00046,da480s11g00324,ase9s4g03135,,aco40s22g00049,cs471s6g01645,afi49s5g01107,lc2s11g01417,cm170s6g01092,CdeChr18g00106,vvi161s16g00144,gbi44s10g00709,sgi44s1g04761,afi61s3g00212,smo62s17g00152,ppa60s22g00143
atr42s6g02086,nc476s3g00134,ive1g03310,agr8s8g01654,spo4s4g00733,abr7s5g00120,da480s1g00004,ase9s2g01850,,aco40s5g00435,cs471s9g01402,afi49s6g00039,lc2s3g01469,cm170s12g00830,CdeChr30g00153,vvi161s4g01025,gbi44s9g01352,sgi44s6g02542,afi61s78g00093,smo62s11g00219,ppa60s24g00156
atr42s2g02580,nc476s5g01220,ive4g00550,agr8s1g01479,spo4s4g00327,abr7s5g00247,,ase9s2g02502,elg3s5g00710,aco40s4g00206,cs471s15g00491,afi49s5g01911,lc2s9g00459,cm170s10g00989,CdeChr20g00146,vvi161s5g00345,gbi44s5g01673,,,,
atr42s4g01568,nc476s10g00540,,agr8s4g01848,spo4s3g00206,abr7s5g00251,da480s5g01861,ase9s6g01027,elg3s7g00518,aco40s1g00435,cs471s1g03558,afi49s5g01266,lc2s7g00304,cm170s2g01021,CdeChr39g00669,vvi161s1g00527,gbi44s10g01762,,,,
atr42s6g02288,,ive14g00469,agr8s8g01818,spo4s10g00157,abr7s5g00448,da480s5g00438,ase9s10g00501,elg3s2g00821,aco40s17g00344,cs471s11g00036,afi49s1g01390,lc2s15g00642,cm170s3g03107,CdeChr35g00559,vvi161s5g01572,gbi44s1g00021,sgi44s10g03112,afi61s32g00058,smo62s4g00285,ppa60s13g00434
atr42s11g02098,nc476s7g01181,,agr8s6g00906,spo4s7g00542,abr7s5g00479,da480s10g00512,ase9s7g01278,elg3s9g00511,aco40s21g00389,cs471s10g00131,afi49s1g01541,lc2s2g01458,cm170s8g00443,CdeChr41g00228,vvi161s18g01998,,,,,
atr42s11g01768,nc476s1g00064,ive5g01288,agr8s6g00736,spo4s4g00978,abr7s5g00556,da480s5g00301,ase9s10g00325,elg3s2g00740,aco40s21g00440,cs471s2g01245,afi49s1g01770,lc2s2g01595,cm170s9g01241,CdeChr1g00071,,gbi44s9g00817,sgi44s3g04015,afi61s170g00015,smo62s64g00012,ppa60s20g00300
atr42s11g01549,nc476s13g01191,ive5g00819,agr8s1g00493,spo4s4g01019,abr7s5g00581,da480s10g00703,ase9s10g00291,elg3s9g00627,aco40s21g00461,cs471s8g00688,afi49s1g01651,lc2s4g01649,cm170s8g00399,,vvi161s18g00299,gbi44s6g01665,sgi44s7g01426,afi61s305g00016,smo62s14g00238,ppa60s4g00328
atr42s2g02043,nc476s2g00587,ive6g02315,agr8s8g01635,spo4s4g01075,abr7s5g00627,da480s5g00327,ase9s10g00781,elg3s9g00564,aco40s17g00160,cs471s9g01451,afi49s7g00485,lc2s15g00299,cm170s4g01918,,vvi161s14g01300,gbi44s1g00821,sgi44s10g02452,afi61s111g00010,,ppa60s10g00836
atr42s2g02867,nc476s5g01658,ive3g00484,agr8s2g01678,spo4s6g00887,abr7s5g00654,da480s10g00789,,elg3s9g00752,aco40s21g00503,cs471s9g00057,afi49s1g04048,lc2s12g00925,cm170s1g01278,CdeChr10g00147,vvi161s12g00186,gbi44s3g00451,sgi44s6g01402,afi61s68g00110,smo62s40g00042,ppa60s9g00946
atr42s3g00914,,ive1g00964,agr8s3g00225,spo4s5g00240,abr7s5g00762,da480s17g01195,ase9s3g00926,elg3s13g00270,aco40s12g00664,cs471s1g00219,afi49s3g01478,lc2s12g01174,cm170s10g00916,CdeChr29g00476,vvi161s14g01438,gbi44s3g00483,sgi44s6g01179,,smo62s62g00061,ppa60s5g00166
atr42s11g00103,nc476s2g00485,ive3g00256,agr8s9g00054,,abr7s5g00810,da480s5g00017,ase9s10g00016,elg3s1g01736,aco40s17g00018,cs471s4g02505,afi49s4g01743,lc2s12g00647,cm170s4g00980,CdeChr31g00259,vvi161s13g00743,gbi44s5g00945,sgi44s8g01822,,smo62s5g00276,ppa60s19g00125
atr42s11g00042,nc476s1g00885,ive7g01987,agr8s9g00021,spo4s7g00353,abr7s5g00824,da480s5g00009,ase9s10g00010,,aco40s20g00235,cs471s8g00620,afi49s1g03533,lc2s12g00496,cm170s4g01935,CdeChr8g00075,vvi161s6g01217,gbi44s10g02068,sgi44s1g03203,afi61s46g00003,smo62s10g00193,ppa60s18g00433
atr42s9g02124,nc476s9g01596,ive13g00933,agr8s5g00583,spo4s2g01054,abr7s5g00881,da480s1g00825,ase9s4g03276,,aco40s24g00275,cs471s2g01186,afi49s6g01936,lc2s1g01402,cm170s9g00707,CdeChr2g00790,vvi161s2g01014,gbi44s11g01238,sgi44s11g01749,afi61s90g00075,smo62s14g00198,ppa60s22g00553
atr42s12g00040,nc476s7g00453,ive4g03209,agr8s4g02425,spo4s3g00295,abr7s5g01056,da480s11g00495,ase9s6g02609,,aco40s9g00903,cs471s3g01331,afi49s5g00651,lc2s7g00008,cm170s2g00934,CdeChr29g00004,vvi161s11g00005,gbi44s4g00100,sgi44s6g02776,afi61s94g00010,smo62s25g00144,ppa60s11g00544
,nc476s2g01983,ive8g00920,agr8s7g02033,spo4s2g00700,abr7s5g01100,da480s1g00601,ase9s3g03177,elg3s12g00435,aco40s7g00668,cs471s12g00442,afi49s6g01827,lc2s2g00999,cm170s8g00867,CdeChr2g00723,vvi161s4g01404,,,,,
